page_id,slug,platform,source_url,tenant_host,jurisdiction,meeting_body,jurisdiction_confidence,gov_id,gov_name,gov_type,tier,evidence,new_meeting_body,new_hub_slug,country,state,old_hub_slug,municipal_type_word,gov_classify_bucket
469,cedar-hill-tx-2022-01-25-jan-25-2022-city-council-regular-meeting,swagit,https://cedarhilltx.new.swagit.com/videos/153503,cedarhilltx.new.swagit.com,"Cedar Hill, TX",,validated,us:place:4813492,"Cedar Hill, TX",municipality,registry,us_places.csv Cedar Hill city,,cedar-hill-tx,us,TX,cedar-hill-tx,no,city
470,burleson-tx-2025-07-21-jul-21-2025-city-council-regular-meeting,swagit,https://burlesontx.new.swagit.com/videos/350354,burlesontx.new.swagit.com,"Burleson, TX",,,us:place:4811428,"Burleson, TX",municipality,registry,us_places.csv Burleson city,,burleson-tx,us,TX,burleson-tx,no,city
471,cedar-rapids-ia-2024-12-17-dec-17-2024-city-council,swagit,https://cedarrapidsia.new.swagit.com/videos/323001,cedarrapidsia.new.swagit.com,"Cedar Rapids, IA",,,us:place:1912000,"Cedar Rapids, IA",municipality,registry,us_places.csv Cedar Rapids city,,cedar-rapids-ia,us,IA,cedar-rapids-ia,no,city
472,chandler-az-2026-04-09-apr-09-2026-city-council-meeting-04-09-2026,swagit,https://chandleraz.new.swagit.com/videos/381818,chandleraz.new.swagit.com,"Chandler, AZ",,,us:place:0412000,"Chandler, AZ",municipality,registry,us_places.csv Chandler city,,chandler-az,us,AZ,chandler-az,no,city
473,cerritos-college-ca-2024-02-21-feb-21-2024-board-meeting,swagit,https://cerritos.new.swagit.com/videos/298100,cerritos.new.swagit.com,"Cerritos College, CA",,,rtr:us:ca:cerritos-college,"Cerritos College, CA",school_district,unverified,"minted from 'Cerritos College, CA'",,cerritos-college-ca,us,CA,cerritos-college-ca,no,school
474,baytown-tx-2022-04-14-apr-14-2022-city-council-meeting,swagit,https://baytowntx.new.swagit.com/videos/167497,baytowntx.new.swagit.com,"Baytown, TX",,,us:place:4806128,"Baytown, TX",municipality,registry,us_places.csv Baytown city,,baytown-tx,us,TX,baytown-tx,no,city
475,carlsbad-ca-2025-11-18-nov-18-2025-city-council-meeting,swagit,https://carlsbadca.new.swagit.com/videos/361409,carlsbadca.new.swagit.com,"Carlsbad, CA",,,us:place:0611194,"Carlsbad, CA",municipality,registry,us_places.csv Carlsbad city,,carlsbad-ca,us,CA,carlsbad-ca,no,city
476,avondale-az-2025-12-01-dec-01-2025-city-council,swagit,https://avondaleaz.new.swagit.com/videos/362274,avondaleaz.new.swagit.com,"Avondale, AZ",,,us:place:0404720,"Avondale, AZ",municipality,registry,us_places.csv Avondale city,,avondale-az,us,AZ,avondale-az,no,city
477,coachella-ca-2026-01-12-jan-12-2026-youth-advisory-commission-meeting,swagit,https://coachellaca.new.swagit.com/videos/371798,coachellaca.new.swagit.com,"Coachella, CA",,,us:place:0614260,"Coachella, CA",municipality,registry,us_places.csv Coachella city,,coachella-ca,us,CA,coachella-ca,no,city
478,clay-county-fl-2026-07-14-jul-14-2026-bcc-agenda,swagit,https://clayfl.new.swagit.com/videos/393523,clayfl.new.swagit.com,"Clay County, FL",,,us:county:12019,"Clay County, FL",county,registry,us_counties.csv Clay County,,clay-county-fl,us,FL,clay-county-fl,no,county
479,clarendon-county-sc-2026-01-12-jan-12-2026-clarendon-county-council,swagit,https://clarendoncountysc.new.swagit.com/videos/371741,clarendoncountysc.new.swagit.com,"Clarendon County, SC",,,us:county:45027,"Clarendon County, SC",county,registry,us_counties.csv Clarendon County,,clarendon-county-sc,us,SC,clarendon-county-sc,no,county
480,columbia-heights-mn-2024-09-17-sep-17-2024-candidate-forum,swagit,https://columbiaheightsmn.new.swagit.com/videos/315374,columbiaheightsmn.new.swagit.com,"Columbia Heights, MN",,,us:place:2712700,"Columbia Heights, MN",municipality,registry,us_places.csv Columbia Heights city,,columbia-heights-mn,us,MN,columbia-heights-mn,no,city
481,conejo-valley-usd-ca-2025-06-18-jun-18-2025-board-of-education,swagit,https://conejovalleyusdca.new.swagit.com/videos/346276,conejovalleyusdca.new.swagit.com,"Conejo Valley USD, CA",,,us:sd:0609640,"Conejo Valley Unified School District, CA",school_district,registry,us_school_districts.csv Conejo Valley Unified School District (unified),,conejo-valley-unified-school-district-ca,us,CA,conejo-valley-usd-ca,no,school
482,may-21-2025-regular-city-council-meeting-rancho-cucamonga-ca-city,swagit,https://cityofrc.new.swagit.com/videos/343577,cityofrc.new.swagit.com,"City of Rancho Cucamonga, CA",,validated,us:place:0659451,"Rancho Cucamonga, CA",municipality,registry,us_places.csv Rancho Cucamonga city,,rancho-cucamonga-ca,us,CA,rancho-cucamonga-ca,yes,city
483,chino-hills-ca-2025-07-08-jul-08-2025-city-council-meeting,swagit,https://chinohillsca.new.swagit.com/videos/349215,chinohillsca.new.swagit.com,"Chino Hills, CA",,,us:place:0613214,"Chino Hills, CA",municipality,registry,us_places.csv Chino Hills city,,chino-hills-ca,us,CA,chino-hills-ca,no,city
484,chesterfield-county-public-schools-va-2026-03-10-mar-10-2026-march-10-2026-work,swagit,https://chesterfieldschoolsva.new.swagit.com/videos/377609,chesterfieldschoolsva.new.swagit.com,"Chesterfield County Public Schools, VA",,,us:sd:5100840,"Chesterfield County Public Schools, VA",school_district,registry,us_school_districts.csv Chesterfield County Public Schools (unified),,chesterfield-county-public-schools-va,us,VA,chesterfield-county-public-schools-va,no,county
485,caroline-county-md-2023-12-19-dec-19-2023-county-commissioners-meeting,swagit,https://carolinecountymd.new.swagit.com/videos/291716,carolinecountymd.new.swagit.com,"Caroline County, MD",,validated,us:county:24011,"Caroline County, MD",county,registry,us_counties.csv Caroline County,,caroline-county-md,us,MD,caroline-county-md,no,county
486,sep-16-2024-board-workshop-coppell-independent-school-district,swagit,https://coppellisd.new.swagit.com/videos/315139,coppellisd.new.swagit.com,,,,rtr:unknown:coppellisd.new.swagit.com,Unidentified government (coppellisd.new.swagit.com),other,blank,nothing extracted,,unidentified-government-coppellisd-new-swagit-com,us,,,no,city
487,cypress-ca-2026-05-26-may-26-2026-city-council-regular,swagit,https://cypressca.new.swagit.com/videos/389271,cypressca.new.swagit.com,"Cypress, CA",,validated,us:place:0617750,"Cypress, CA",municipality,registry,us_places.csv Cypress city,,cypress-ca,us,CA,cypress-ca,no,city
488,dallas-isd-tx-2026-04-09-apr-09-2026-board-briefing,swagit,https://dallasisdtx.new.swagit.com/videos/381770,dallasisdtx.new.swagit.com,"Dallas ISD, TX",,,rtr:us:tx:dallas-isd,"Dallas ISD, TX",school_district,unverified,"minted from 'Dallas ISD, TX'",,dallas-isd-tx,us,TX,dallas-isd-tx,no,school
489,decatur-ga-2024-12-10-dec-10-2024-planning-commission,swagit,https://decaturga.new.swagit.com/videos/322289,decaturga.new.swagit.com,"Decatur, GA",,,us:place:1322052,"Decatur, GA",municipality,registry,us_places.csv Decatur city,,decatur-ga,us,GA,decatur-ga,no,city
490,desoto-tx-2025-12-20-dec-20-2025-brush-bulk-program-community-meeting,swagit,https://desototx.new.swagit.com/videos/370098,desototx.new.swagit.com,"DeSoto, TX",,,us:place:4820092,"DeSoto, TX",municipality,registry,us_places.csv DeSoto city,,desoto-tx,us,TX,desoto-tx,no,city
491,decatur-tx-2024-09-09-sep-09-2024-city-council,swagit,https://decaturtx.new.swagit.com/videos/314488,decaturtx.new.swagit.com,"Decatur, TX",,validated,us:place:4819528,"Decatur, TX",municipality,registry,us_places.csv Decatur city,,decatur-tx,us,TX,decatur-tx,no,city
492,del-valle-isd-tx-2025-11-18-nov-18-2025-board-meetings,swagit,https://delvalleisdtx.new.swagit.com/videos/361447,delvalleisdtx.new.swagit.com,"Del Valle ISD, TX",,,rtr:us:tx:del-valle-isd,"Del Valle ISD, TX",school_district,unverified,"minted from 'Del Valle ISD, TX'",,del-valle-isd-tx,us,TX,del-valle-isd-tx,no,school
493,dripping-springs-isd-tx-2024-04-15-apr-15-2024-board-of-trustees-agenda-review-m,swagit,https://dsisdtx.new.swagit.com/videos/302651,dsisdtx.new.swagit.com,"Dripping Springs ISD, TX",,unverified,rtr:us:tx:dripping-springs-isd,"Dripping Springs ISD, TX",school_district,unverified,"minted from 'Dripping Springs ISD, TX'",,dripping-springs-isd-tx,us,TX,dripping-springs-isd-tx,no,school
494,sep-12-2025-dfps-council-meeting-texas-dept-of-family-and-protective-services,swagit,https://dfps.new.swagit.com/videos/355341,dfps.new.swagit.com,,,,rtr:us:tx:texas,"Texas, TX",other,pinned,tenant_overrides.csv dfps.new.swagit.com source=known_domains+visual_confirmed,,texas-tx,us,TX,,no,city
495,edmonds-school-district-wa-2025-09-09-sep-09-2025-board-meeting,swagit,https://edmondssd.new.swagit.com/videos/355019,edmondssd.new.swagit.com,"Edmonds School District, WA",,unverified,us:sd:5302400,"Edmonds School District, WA",school_district,registry,us_school_districts.csv Edmonds School District (unified),,edmonds-school-district-wa,us,WA,edmonds-school-district-wa,no,school
496,elliot-lake-on-2024-11-12-nov-12-2024-city-council,swagit,https://elliotlakeon.new.swagit.com/videos/319938,elliotlakeon.new.swagit.com,"Elliot Lake, ON",,,ca:csd:3557041,"Elliot Lake, ON",municipality,registry,ca_csd.csv Elliot Lake,,elliot-lake-on,ca,ON,elliot-lake-on,no,city
497,ellis-county-tx-2026-03-17-mar-17-2026-commissioners-court,swagit,https://elliscountytx.new.swagit.com/videos/378303,elliscountytx.new.swagit.com,"Ellis County, TX",,,us:county:48139,"Ellis County, TX",county,registry,us_counties.csv Ellis County,,ellis-county-tx,us,TX,ellis-county-tx,no,county
498,crowley-isd-tx-2024-03-28-mar-28-2024-regular-board-meeting,swagit,https://crowleyisdtx.new.swagit.com/videos/301180,crowleyisdtx.new.swagit.com,"Crowley ISD, TX",,unverified,rtr:us:tx:crowley-isd,"Crowley ISD, TX",school_district,unverified,"minted from 'Crowley ISD, TX'",,crowley-isd-tx,us,TX,crowley-isd-tx,no,school
499,eanes-isd-tx-2024-11-11-nov-11-2024-budget-workshop,swagit,https://eanesisdtx.new.swagit.com/videos/319707,eanesisdtx.new.swagit.com,"Eanes ISD, TX",,unverified,rtr:us:tx:eanes-isd,"Eanes ISD, TX",school_district,unverified,"minted from 'Eanes ISD, TX'",,eanes-isd-tx,us,TX,eanes-isd-tx,no,school
500,east-bay-regional-park-district-ca-2026-08-04-aug-04-2026-board-of-directors-mee,swagit,https://ebparks.new.swagit.com/videos/395194,ebparks.new.swagit.com,"East Bay Regional Park District, CA",,,rtr:us:ca:east-bay-regional-park-district,"East Bay Regional Park District, CA",special_district,unverified,"minted from 'East Bay Regional Park District, CA'",,east-bay-regional-park-district-ca,us,CA,east-bay-regional-park-district-ca,no,agency
501,el-paso-county-tx-2025-12-08-dec-08-2025-commissioners-court-resolutions,swagit,https://elpasocountytx.new.swagit.com/videos/362987,elpasocountytx.new.swagit.com,"El Paso County, TX",,,us:county:48141,"El Paso County, TX",county,registry,us_counties.csv El Paso County,,el-paso-county-tx,us,TX,el-paso-county-tx,no,county
502,erie-county-ny-2024-03-21-mar-21-2024-legislative-session,swagit,https://eriecountyny.new.swagit.com/videos/300474,eriecountyny.new.swagit.com,"Erie County, NY",,,us:county:36029,"Erie County, NY",county,registry,us_counties.csv Erie County,,erie-county-ny,us,NY,erie-county-ny,no,county
503,dublin-ca-2026-02-03-feb-03-2026-city-council,swagit,https://dublinca.new.swagit.com/videos/374003,dublinca.new.swagit.com,"Dublin, CA",,,us:place:0620018,"Dublin, CA",municipality,registry,us_places.csv Dublin city,,dublin-ca,us,CA,dublin-ca,no,city
504,decatur-il-2024-09-16-sep-16-2024-city-council-meeting,swagit,https://decaturil.new.swagit.com/videos/315163,decaturil.new.swagit.com,"Decatur, IL",,validated,us:place:1718823,"Decatur (city), IL",municipality,registry,us_places.csv Decatur city,,decatur-city-il,us,IL,decatur-il,no,city
505,edmond-ok-2025-06-17-jun-17-2025-planning-commission,swagit,https://edmondok.new.swagit.com/videos/346084,edmondok.new.swagit.com,"Edmond, OK",,,us:place:4023200,"Edmond, OK",municipality,registry,us_places.csv Edmond city,,edmond-ok,us,OK,edmond-ok,no,city
506,fernandina-beach-fl-2025-09-16-sep-16-2025-regular-meeting,swagit,https://fernandinabeachfl.new.swagit.com/videos/355668,fernandinabeachfl.new.swagit.com,"Fernandina Beach, FL",,,us:place:1222175,"Fernandina Beach, FL",municipality,registry,us_places.csv Fernandina Beach city,,fernandina-beach-fl,us,FL,fernandina-beach-fl,no,city
507,frisco-isd-tx-2026-03-12-mar-12-2026-special-board-of-trustees,swagit,https://friscoisdtx.new.swagit.com/videos/378043,friscoisdtx.new.swagit.com,"Frisco ISD, TX",,,rtr:us:tx:frisco-isd,"Frisco ISD, TX",school_district,unverified,"minted from 'Frisco ISD, TX'",,frisco-isd-tx,us,TX,frisco-isd-tx,no,school
508,ferndale-school-district-wa-2025-11-25-nov-25-2025-school-board-meeting,swagit,https://ferndalesd.new.swagit.com/videos/362115,ferndalesd.new.swagit.com,"Ferndale School District, WA",,,us:sd:5302850,"Ferndale School District, WA",school_district,registry,us_school_districts.csv Ferndale School District (unified),,ferndale-school-district-wa,us,WA,ferndale-school-district-wa,no,school
509,dec-09-2025-board-of-directors-meeting-ercot-electric-reliability-council-of-tex,swagit,https://ercot.new.swagit.com/videos/363073,ercot.new.swagit.com,,,,rtr:us:tx:texas,"Texas, TX",other,pinned,tenant_overrides.csv ercot.new.swagit.com source=known_domains,,texas-tx,us,TX,,no,city
510,garland-isd-tx-2025-10-28-oct-28-2025-board-of-trustees-meeting,swagit,https://garlandisdtx.new.swagit.com/videos/359384,garlandisdtx.new.swagit.com,"Garland ISD, TX",,,rtr:us:tx:garland-isd,"Garland ISD, TX",school_district,unverified,"minted from 'Garland ISD, TX'",,garland-isd-tx,us,TX,garland-isd-tx,no,school
511,el-cajon-ca-2025-02-11-feb-11-2025-city-council-meeting-3pm,swagit,https://elcajonca.new.swagit.com/videos/334539,elcajonca.new.swagit.com,"El Cajon, CA",,validated,us:place:0621712,"El Cajon, CA",municipality,registry,us_places.csv El Cajon city,,el-cajon-ca,us,CA,el-cajon-ca,no,city
512,fort-bend-county-tx-2026-06-11-jun-11-2026-regular-session-agenda,swagit,https://fortbendcountytx.new.swagit.com/videos/390857,fortbendcountytx.new.swagit.com,"Fort Bend County, TX",,validated,us:county:48157,"Fort Bend County, TX",county,registry,us_counties.csv Fort Bend County,,fort-bend-county-tx,us,TX,fort-bend-county-tx,no,county
513,garland-tx-2026-05-04-may-04-2026-work-session,swagit,https://garlandtx.new.swagit.com/videos/384771,garlandtx.new.swagit.com,"Garland, TX",,,us:place:4829000,"Garland, TX",municipality,registry,us_places.csv Garland city,,garland-tx,us,TX,garland-tx,no,city
514,essex-county-nj-2025-06-13-jun-13-2025-board-of-commissioners-june-11-2025,swagit,https://essexcountynj.new.swagit.com/videos/345688,essexcountynj.new.swagit.com,"Essex County, NJ",,,us:county:34013,"Essex County, NJ",county,registry,us_counties.csv Essex County,,essex-county-nj,us,NJ,essex-county-nj,no,county
515,fort-pierce-fl-2026-02-17-feb-17-2026-city-commission-regular-meeting,swagit,https://fortpiercefl.new.swagit.com/videos/375433,fortpiercefl.new.swagit.com,"Fort Pierce, FL",,,us:place:1224300,"Fort Pierce, FL",municipality,registry,us_places.csv Fort Pierce city,,fort-pierce-fl,us,FL,fort-pierce-fl,no,city
516,grand-prairie-isd-tx-2026-01-12-jan-12-2026-candidates-forum,swagit,https://grandprairieisdtx.new.swagit.com/videos/371844,grandprairieisdtx.new.swagit.com,"Grand Prairie ISD, TX",,unverified,rtr:us:tx:grand-prairie-isd,"Grand Prairie ISD, TX",school_district,unverified,"minted from 'Grand Prairie ISD, TX'",,grand-prairie-isd-tx,us,TX,grand-prairie-isd-tx,no,school
517,fontana-usd-ca-2025-11-05-nov-05-2025-board-of-education-meeting,swagit,https://fontanausdca.new.swagit.com/videos/360086,fontanausdca.new.swagit.com,"Fontana USD, CA",,unverified,us:sd:0613920,"Fontana Unified School District, CA",school_district,registry,us_school_districts.csv Fontana Unified School District (unified),,fontana-unified-school-district-ca,us,CA,fontana-usd-ca,no,school
518,frisco-tx-2026-03-17-mar-17-2026-city-council,swagit,https://friscotx.new.swagit.com/videos/378357,friscotx.new.swagit.com,"Frisco, TX",,,us:place:4827684,"Frisco, TX",municipality,registry,us_places.csv Frisco city,,frisco-tx,us,TX,frisco-tx,no,city
519,boerne-tx-2026-02-10-feb-10-2026-city-council-on-2026-02-10-6-00-pm-special-call,swagit,https://boernetx.new.swagit.com/videos/374726,boernetx.new.swagit.com,"Boerne, TX",,,us:place:4809160,"Boerne, TX",municipality,registry,us_places.csv Boerne city,,boerne-tx,us,TX,boerne-tx,no,city
520,grand-rapids-mi-2026-06-16-jun-16-2026-public-safety-committee-meeting,swagit,https://grandrapidsmi.new.swagit.com/videos/391220,grandrapidsmi.new.swagit.com,"Grand Rapids, MI",,,us:place:2634000,"Grand Rapids, MI",municipality,registry,us_places.csv Grand Rapids city,,grand-rapids-mi,us,MI,grand-rapids-mi,no,city
521,galveston-tx-2026-04-07-apr-07-2026-planning-commission,swagit,https://galvestontx.new.swagit.com/videos/381392,galvestontx.new.swagit.com,"Galveston, TX",,validated,us:place:4828068,"Galveston, TX",municipality,registry,us_places.csv Galveston city,,galveston-tx,us,TX,galveston-tx,no,city
