tenant_host,match,gov_id,strength,source,evidence
videoplayer.telvue.com,playlists/5222,us:county:41029,fallback,ryan_stated,"RVTV playlist ""Jackson County"""
videoplayer.telvue.com,playlists/5224,us:place:4103050,fallback,ryan_stated,"RVTV playlist ""City of Ashland"""
videoplayer.telvue.com,playlists/5226,us:place:4130550,fallback,ryan_stated,"RVTV playlist ""City of Grants Pass"""
videoplayer.telvue.com,playlists/5229,us:place:4147000,fallback,ryan_stated,"RVTV playlist ""City of Medford"""
videoplayer.telvue.com,playlists/5237,us:sd:4101560,fallback,ryan_stated,"RVTV playlist ""Ashland School Board"""
videoplayer.telvue.com,playlists/5242,us:place:4121550,fallback,ryan_stated,"RVTV playlist ""City of Eagle Point"""
videoplayer.telvue.com,playlists/8590,us:sd:2605010,fallback,ryan_stated,"CMNtv playlist ""Berkley School Board Meetings 2020-2021"""
videoplayer.telvue.com,w9sPsSE7vna3XTN_39bs1rEXjVWF0kfP,us:place:4103050,fallback,ryan_stated,"Ashland, OR -- us_places.csv Ashland city"
videoplayer.telvue.com,yycCAZPb0NN3zj2o5qio-YFMNC43NjCG,us:place:2523875,fallback,ryan_stated,"Fitchburg, MA -- us_places.csv Fitchburg city"
viewroyalbc.civicweb.net,,ca:csd:5917047,fallback,wildcard_http_sweep_2,DNS resolves -> registry: ca_csd.csv View Royal
villageofgreenport.granicus.com,,us:place:3630576,fallback,archive_study_2026-09-09,1 solid page(s) all us:place:3630576; 1 weak page(s) e.g. /m/unknown-jurisdiction-board-of-trustees-work-session-fh
villageofspeculator.gov,,us:place:3670123,fallback,wo151_research_url_ladder_sweep,"coverage registry row us:place:3670123 (Speculator village, NY); hub https://villageofspeculator.gov; meeting found via youtube at https://villageofspeculator.gov"
vimeo.com,vimeo:1199438213,us:cousub:2500750390,fallback,wo145_api_first_sweep,"coverage registry row us:cousub:2500750390 (Oak Bluffs town, MA); hub ; meeting found via vimeo at https://vimeo.com/1199438213?share=copy&fl=sv&fe=ci -- WO-183 fix 2026-09-11: match was blank, making this a host-wide blanket pin that mis-attributed at least 3 other governments real Vimeo videos to Oak Bluffs, MA (Hanover township PA, Middletown township PA, and an existing Lancaster County PA page); scoped to its own original video"
vimeo.com,1219072948,us:place:3657023,fallback,wo127_civicplus_pipeline,"Pelham Manor village, NY -- WO-127: resolved via this government's own CivicPlus AgendaCenter page (coverage_registry.csv gov_id, population>=5000, non-county), queued tier3-video-only 2026-09-09"
vimeo.com,1225350563,us:place:1781048,fallback,ryan_stated,"Wheaton, IL -- Vimeo 'City of Wheaton TV' (vimeo.com/cityofwheaton); title 'City Council Meeting 09-08-26' (conductor 2026-09-10; Ryan: nothing keys to a shared host without a channel/playlist/video match)"
vimeo.com,646562708,us:county:37013,fallback,wo174_agendacenter_probe,"coverage registry row us:county:37013 (Beaufort County, NC); hub https://beaufortcountync.gov/AgendaCenter; meeting found via vimeo at https://vimeo.com/646562708"
vimeo.com,707985726,us:county:53053,fallback,wo174_agendacenter_probe,"coverage registry row us:county:53053 (Pierce County, WA); hub https://piercecountywa.gov/AgendaCenter; meeting found via vimeo at https://vimeo.com/707985726"
vimeo.com,channel=cityofcovingtonga,us:place:1320064,fallback,archive_study_2026-09-09,"1 solidly-identified archive page(s), e.g. /m/covington-ga-2026-09-01-council-meeting-9-1-26; owner title ""City of Covington, GA"""
vimeo.com,channel=cityofsolvang,us:place:0672576,fallback,archive_study_2026-09-09,"1 solidly-identified archive page(s), e.g. /m/solvang-ca-2025-12-18-design-review-committee-meeting-12-18-2025; owner title ""City of Solvang"""
vimeo.com,channel=countysandiego,us:county:06073,fallback,archive_study_2026-09-09,"1 solidly-identified archive page(s), e.g. /m/county-of-san-diego-ca-2026-08-19-08-19-26-county-of-san-diego-board-of-supervis; owner title ""County of San Diego"""
vimeo.com,channel=electricmagnolia,us:county:22039,fallback,archive_study_2026-09-09,"1 solidly-identified archive page(s), e.g. /m/evangeline-parish-la-2019-01-06-evangeline-parish-police-jury-s-french-meeting; owner title ""Electric Magnolia Studio"""
vimeo.com,channel=hamburgtownshipmi,us:cousub:2609336100,fallback,archive_study_2026-09-09,"5 solidly-identified archive page(s), e.g. /m/hamburg-mi-2026-09-16-09-16-2026-planning-commission; owner title ""Hamburg Township"""
vimeo.com,channel=newprovidence,us:place:3451810,fallback,archive_study_2026-09-09,"1 solidly-identified archive page(s), e.g. /m/new-providence-nj-2026-09-02-np-council-meet-090126; owner title ""Borough of New Providence, NJ"""
vimeo.com,channel=rocklandmaine,us:place:2363590,fallback,archive_study_2026-09-09,"1 solidly-identified archive page(s), e.g. /m/rockland-me-2024-12-09-2024-12-09-city-council-meeting; owner title ""City of Rockland, Maine"""
vimeo.com,channel=secaucus,us:place:3466570,fallback,archive_study_2026-09-09,"1 solidly-identified archive page(s), e.g. /m/town-of-secaucus-nj-2026-08-27-08-25-2026-council-meeting; owner title ""Town of Secaucus"""
vimeo.com,channel=seekonkpublicschools,us:cousub:2500560645,fallback,archive_study_2026-09-09,"1 solidly-identified archive page(s), e.g. /m/2026-08-04-sps-sc; owner title ""Seekonk Public Schools"""
vimeo.com,channel=unanimousagency,us:county:20131,fallback,archive_study_2026-09-09,"1 solidly-identified archive page(s), e.g. /m/marshall-county-ks-2020-03-23-aumentum-technologies; owner title ""UNANIMOUS"""
vimeo.com,channel=user100351763,us:place:1714000,fallback,archive_study_2026-09-09,"1 solidly-identified archive page(s), e.g. /m/chicago-il-2026-07-15-city-council; owner title ""COC"""
vimeo.com,channel=user11111668,us:county:01001,fallback,archive_study_2026-09-09,"1 solidly-identified archive page(s), e.g. /m/autauga-county-al-2023-08-02-autuagadronefootage; owner title ""Mike Scott"""
vimeo.com,channel=user206352800,us:place:0654274,fallback,archive_study_2026-09-09,"7 solidly-identified archive page(s), e.g. /m/orland-ca-2026-08-18-orland-city-council-meeting-august-18-2026; owner title ""City of Orland"""
vimeo.com,channel=user258259098,us:place:1986520,fallback,archive_study_2026-09-09,"1 solidly-identified archive page(s), e.g. /m/city-of-winterset-ia-2026-06-03-winterset-city-council-6-1-26; owner title ""City of Winterset"""
vimeo.com,channel=user34615714,us:place:4818092,fallback,archive_study_2026-09-09,"1 solidly-identified archive page(s), e.g. /m/cuero-tx-2026-08-12-08-10-26-cm; owner title ""City of Cuero"""
vimeo.com,channel=user90262164,us:place:4878544,fallback,archive_study_2026-09-09,"1 solidly-identified archive page(s), e.g. /m/white-settlement-tx-2026-09-01-sep-1-2026-council; owner title ""City of White Settlement"""
virginia-house.granicus.com,,us:state:51,fallback,visual_confirmed,'Virginia House of Delegates Internal Portal' (landing.png) [reports/jurisdiction_screens/virginia-house.granicus.com/landing.png reports/jurisdiction_screens/virginia-house.granicus.com/meeting.png] ->  -> registry: us_states.csv Virginia
virginia-senate.granicus.com,,us:state:51,fallback,jurisdiction_overrides, -> registry: us_states.csv Virginia
vulcancounty.civicweb.net,,rtr:ca:ab:vulcan-county,fallback,wildcard_http_sweep_2,"DNS resolves -> unverified: minted from 'Vulcan County, AB'"
walnutcreek.granicus.com,,us:place:0683346,fallback,ryan_stated+upcoming_roster,"rtr-upcoming roster: Walnut Creek, Contra Costa County, CA (all 109 are CA per Ryan 2026-09-02) -> registry: us_places.csv Walnut Creek city"
waltonhillsohio.gov,,us:place:3980738,fallback,wo151_research_url_ladder_sweep,"coverage registry row us:place:3980738 (Walton Hills village, OH); hub https://waltonhillsohio.gov; meeting found via youtube at https://waltonhillsohio.gov/community/videos.php"
walworthcowi.portal.civicclerk.com,,us:county:55127,fallback,archive_study_2026-09-09,1 solid page(s) all us:county:55127; 1 weak page(s) e.g. /m/walworth-wi-2026-07-20-july-20-2026-land-conservation-committee-lcc
warfield.civicweb.net,,ca:csd:5905018,fallback,wildcard_http_sweep_2,DNS resolves -> registry: ca_csd.csv Warfield
warfieldbc.civicweb.net,,ca:csd:5905018,fallback,wildcard_http_sweep_2,DNS resolves -> registry: ca_csd.csv Warfield
warman.civicweb.net,,ca:csd:4711068,fallback,wildcard_http_sweep_2,DNS resolves -> registry: ca_csd.csv Warman
warrencountync.portal.civicclerk.com,,us:county:37185,fallback,wildcard_http_sweep_2,HTTP 404 api-supported-versions present -> registry: us_counties.csv Warren County
warrencountyva.civicweb.net,,us:county:51187,fallback,wildcard_http_sweep_2,DNS resolves -> registry: us_counties.csv Warren County
warrencountyva.portal.civicclerk.com,,us:county:51187,fallback,wildcard_http_sweep_2,HTTP 404 api-supported-versions present -> registry: us_counties.csv Warren County
warwick.civicweb.net,,ca:csd:3538043,fallback,wildcard_http_sweep_2,DNS resolves -> registry: ca_csd.csv Warwick
wasagabeach.civicweb.net,,ca:csd:3543064,fallback,wildcard_http_sweep_2,DNS resolves -> registry: ca_csd.csv Wasaga Beach
wasagabeach.escribemeetings.com,,ca:csd:3543064,fallback,wildcard_http_sweep_2,bare form resolves -> registry: ca_csd.csv Wasaga Beach
wasagabeachon.civicweb.net,,ca:csd:3543064,fallback,wildcard_http_sweep_2,DNS resolves -> registry: ca_csd.csv Wasaga Beach
washingtoncounty.civicweb.net,,us:county:41067,fallback,known_domains,"app/utils/jurisdiction_enrich.py _KNOWN_DOMAINS -> registry: us_counties.csv Washington County; re-confirmed live 2026-09-09 (portal reads 'Washington County / Oregon', 155 N First Avenue Hillsboro OR 97124, washingtoncountyor.gov) against wildcard_http_sweep_2's disagreeing Washington County ID guess"
washingtonparishla.portal.civicclerk.com,,us:county:22117,fallback,wildcard_http_sweep_2,HTTP 404 api-supported-versions present -> registry: us_counties.csv Washington Parish
watertown.viebit.com,,us:place:2768548,fallback,hub_sweep_wo126,"coverage registry row us:place:2768548 (Watertown city, MN); hub https://watertownmn.gov/AgendaCenter; meeting found via viebit at https://watertown.viebit.com/watch?hash=2FdjXAPYydoOCsLn"
waukee.gov,,us:place:1982695,fallback,archive_study_2026-09-09,1 solid page(s) all us:place:1982695; 1 weak page(s) e.g. /m/2026-08-19-waukee-city-council-meeting-august-17-2026
waukesha.granicus.com,,us:place:5584250,fallback,archive_study_2026-09-09,1 solid page(s) all us:place:5584250; 1 weak page(s) e.g. /m/city-of-waukesha-wi-2022-05-31-finance-committee-on-2022-05-31-6-00-pm
wausau-wi.cablecast.tv,,us:place:5584475,fallback,archive_study_2026-09-09,1 solid page(s) all us:place:5584475; 1 weak page(s) e.g. /m/2025-07-14-wausau-school-board-meeting-7-14-25
waverly.civicweb.net,,us:place:1982875,fallback,ryan_stated,"Waverly, IA -- us_places.csv Waverly city"
wawa.civicweb.net,,ca:csd:3557076,fallback,wildcard_http_sweep_2,DNS resolves -> registry: ca_csd.csv Wawa
websterny.gov,,us:place:3678960,fallback,hub_sweep_wo126,"coverage registry row us:place:3678960 (Webster village, NY); hub https://websterny.gov/agendacenter; meeting found via youtube at https://websterny.gov/agendacenter"
welland.escribemeetings.com,,ca:csd:3526032,fallback,wildcard_http_sweep_2,bare form resolves -> registry: ca_csd.csv Welland
wellesley.escribemeetings.com,,ca:csd:3530027,fallback,wildcard_http_sweep_2,bare form resolves -> registry: ca_csd.csv Wellesley
wellington.escribemeetings.com,,rtr:ca:pe:wellington,fallback,wildcard_http_sweep_2,"bare form resolves -> unverified: minted from 'Wellington, PE'"
westbrookme.portal.civicclerk.com,,us:place:2382105,fallback,wildcard_http_sweep_2,HTTP 404 api-supported-versions present -> registry: us_places.csv Westbrook city
westelgin.escribemeetings.com,,ca:csd:3534042,fallback,wildcard_http_sweep_2,bare form resolves -> registry: ca_csd.csv West Elgin
westerville.hylandcloud.com,,us:place:3983342,fallback,known_domains,app/utils/jurisdiction_enrich.py _KNOWN_DOMAINS -> registry: us_places.csv Westerville city
westfieldnj.gov,,us:place:3479040,fallback,identity_join+landing_page,"Westfield, NJ -- us_places.csv Westfield town [WO-125 identity join: jurisdiction_coverage.csv gives this gov_id for this host; confirmed 2026-09-09 against the host's landing page title / Swagit footer / archived meeting body]"
westgrey.escribemeetings.com,,ca:csd:3542004,fallback,wildcard_http_sweep_2,bare form resolves -> registry: ca_csd.csv West Grey
westkelowna.escribemeetings.com,,ca:csd:5935029,fallback,wildcard_http_sweep_2,bare form resolves -> registry: ca_csd.csv West Kelowna
westlincoln.escribemeetings.com,,ca:csd:3526021,fallback,wildcard_http_sweep_2,bare form resolves -> registry: ca_csd.csv West Lincoln
westlockcounty.civicweb.net,,rtr:ca:ab:westlock-county,fallback,wildcard_http_sweep_2,"DNS resolves -> unverified: minted from 'Westlock County, AB'"
westonwi.gov,,us:place:5586025,fallback,hub_sweep_wo126,"coverage registry row us:place:5586025 (Weston village, WI); hub https://westonwi.gov/Calendar.aspx?EID=3766; meeting found via youtube at https://westonwi.gov/AgendaCenter"
westperth.civicweb.net,,ca:csd:3531025,fallback,wildcard_http_sweep_2,DNS resolves -> registry: ca_csd.csv West Perth
westport.civicweb.net,,ca:csd:1008093,fallback,wildcard_http_sweep_2,DNS resolves -> registry: ca_csd.csv Westport
westvancouver.escribemeetings.com,,ca:csd:5915055,fallback,wildcard_http_sweep_2,bare form resolves -> registry: ca_csd.csv West Vancouver
wetaskiwin.civicweb.net,,ca:csd:4811002,fallback,wildcard_http_sweep_2,DNS resolves -> registry: ca_csd.csv Wetaskiwin
weyburn.civicweb.net,,ca:csd:4702047,fallback,wildcard_http_sweep_2,DNS resolves -> registry: ca_csd.csv Weyburn
whitby.escribemeetings.com,,ca:csd:3518009,fallback,wildcard_http_sweep_2,bare form resolves -> registry: ca_csd.csv Whitby
whitecity.civicweb.net,,us:place:4670940,fallback,wildcard_http_sweep_2,DNS resolves -> registry: us_places.csv White city
whitecourt.escribemeetings.com,,ca:csd:4813030,fallback,wildcard_http_sweep_2,bare form resolves -> registry: ca_csd.csv Whitecourt
whitewaterregion.civicweb.net,,ca:csd:3547056,fallback,wildcard_http_sweep_2,DNS resolves -> registry: ca:csd:3547056 Whitewater Region matched with spacing ignored
willcountyil.primegov.com,,us:county:17197,fallback,wildcard_http_sweep_2,DNS resolves -> registry: us_counties.csv Will County
williamsburg.civicweb.net,,us:place:5186160,fallback,ryan_stated,"Williamsburg, VA -- us_places.csv Williamsburg city"
williamslake.civicweb.net,,ca:csd:5941009,fallback,wildcard_http_sweep_2,DNS resolves -> registry: ca_csd.csv Williams Lake
wilmington-nc.cablecast.tv,,us:place:3774440,fallback,auto_derived+visual_confirmed,'City of Wilmington North Carolina' logo (landing.png) [reports/jurisdiction_screens/wilmington-nc.cablecast.tv/landing.png reports/jurisdiction_screens/wilmington-nc.cablecast.tv/meeting.png] -> place 3774440 -> registry: us_places.csv Wilmington city
wilmington.granicus.com,,us:place:3774440,fallback,visual_confirmed,"'OFFICIAL WILMINGTON, NC GOVERNMENT WEBSITE' banner (landing.png) [reports/jurisdiction_screens/wilmington.granicus.com/landing.png reports/jurisdiction_screens/wilmington.granicus.com/meeting.png] -> place 3774440 -> registry: us_places.csv Wilmington city"
wilmot.escribemeetings.com,,ca:csd:3530020,fallback,wildcard_http_sweep_2,bare form resolves -> registry: ca_csd.csv Wilmot
windsor-ca.granicus.com,,us:place:0685922,fallback,upcoming_roster,upcoming_jurisdictions.csv geoid=0685922 match=exact -> registry: us_places.csv Windsor town
windsorwi.granicus.com,,us:place:5587725,fallback,hub_sweep_wo126,"coverage registry row us:place:5587725 (Windsor village, WI); hub https://windsorwi.gov/calendar; meeting found via granicus at https://windsorwi.granicus.com/MediaPlayer.php?view_id=1&clip_id=1254"
winston-salem.granicus.com,,us:place:3775000,fallback,ryan_stated,"Winston-Salem, NC -- us_places.csv Winston-Salem city"
wollaston.civicweb.net,,ca:csd:3512054,fallback,wildcard_http_sweep_2,DNS resolves -> registry: ca_csd.csv Wollaston
woodburymn.gov,,us:place:2771428,fallback,identity_join+landing_page,"Woodbury, MN -- us_places.csv Woodbury city [WO-125 identity join: jurisdiction_coverage.csv gives this gov_id for this host; confirmed 2026-09-09 against the host's landing page title / Swagit footer / archived meeting body]"
woodland.civicweb.net,,us:place:5379625,fallback,ryan_stated,"Woodland, WA -- us_places.csv Woodland city"
woodlands.civicweb.net,,ca:csd:4614031,fallback,wildcard_http_sweep_2,DNS resolves -> registry: ca_csd.csv Woodlands
woodstock.escribemeetings.com,,rtr:ca:nb:woodstock,fallback,wildcard_http_sweep_2,"bare form resolves -> unverified: minted from 'Woodstock, NB'"
woolwich.escribemeetings.com,,ca:csd:3530035,fallback,wildcard_http_sweep_2,bare form resolves -> registry: ca_csd.csv Woolwich
worcestercountymd.primegov.com,,us:county:24047,fallback,wildcard_http_sweep_2,DNS resolves -> registry: us_counties.csv Worcester County
worthingtonoh.new.swagit.com,,us:place:3986604,fallback,identity_join+landing_page,"Worthington (city), OH -- us_places.csv Worthington city [WO-125 identity join: jurisdiction_coverage.csv gives this gov_id for this host; confirmed 2026-09-09 against the host's landing page title / Swagit footer / archived meeting body]"
wrightcountymn.portal.civicclerk.com,,us:county:27171,fallback,wildcard_http_sweep_2,HTTP 404 api-supported-versions present -> registry: us_counties.csv Wright County
wsscwater.granicus.com,,,fallback,jurisdiction_overrides, -> unresolved: no state for 'Washington Suburban Sanitary Commission'
www.aberdeenwa.gov,,us:place:5300100,fallback,ryan_stated,"Aberdeen, WA -- us_places.csv Aberdeen city"
